time_at_cal,major,coding_exp_words,coding_exp_scale,cal_fav,piercings,pets_and_sibs,diet,prof_label,study_place,olympics,season,mts_beach,coffee_tea,tech_relationships,climate,crypto,ai,covid,fire_alarm,election,hotdogs,horse_duck,is_artist,is_comp_sci,is_entrepreneur,is_humanist,is_nat_sci,is_other,is_soc_sci
I'm in my second year.,Intended Business and Media Studies,None.,1,The school pride,4,10,I eat both plants and animals.,Entrepreneur,MLK student union,Ice skating,Summer,At the beach,Coffee,3,7,8,7,1,0.45,0.52,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration,None.,1,school spirit and fun,5+,6,I eat both plants and animals.,Entrepreneur,East Asian Library,Ice skating,Summer,At the beach,Coffee,6,5,7,7,1.52,0.75,0.52,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,"Molecular and Cell Biology, Neuroscience",Some. I've had to write code for one or two classes and am comfortable with it.,5,I love the people and the opportunities!,2,"no pets, and 2 siblings!",I eat mostly plants.,Natural Scientist,Moffitt Library :),Snowboarding,Fall,At the beach,Coffee,7,8,7,10,0.65,0.89,0.04,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Applied Math or Statistics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,how people here are tied together,0,0,I eat both plants and animals.,Artist,doe,Ice skating,Spring,In the mountains,Coffee,2,7,6,6,0.6,0.99,NA,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Molecular and Cell Biology (intended double major with Business Administration),None.,1,"the people definitely, I have made some of my best friends here",4,"1 sibling (younger brother), no pets",I eat mostly plants.,Natural Scientist,Morrison Library,Ice skating,Winter,In the mountains,Coffee,4,3,6,5,0.25,0.75,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Neuroscience,None.,1,"My favorite thing about Cal is how big the campus is, it creates opportunities to meet many different people.",1,1 older sibling,I eat both plants and animals.,Natural Scientist,My dorm's study lounge.,Ice skating,Fall,At the beach,Tea,7,5,4,5,0.35,0.2,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Applied Math,"A bit. I've used coding in a limited capacity, such as for a small part of a course",7,The people I meet.,2,No pets + 5 Siblings,I eat both plants and animals.,Computational Scientist,Moffit,Ice skating,Fall,At the beach,Tea,7,9,7,7,0.31,0.78,0.03,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The community :),0,6,I eat both plants and animals.,Entrepreneur,Moffitt,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,2,6,8,8,0.6,0.8,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Statistics,Very little. I've just dipped my toe in.,4,The people I have met,0,5,I eat both plants and animals.,Computational Scientist,My apartment,Ice skating,Winter,In the mountains,Tea,4,6,3,4,0.05,0.4,NA,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Electrical Engineering Computer Science and Business Administration,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,"The different students I get to meet. Since it is not a small school, you meet new people all the time that you had no idea went to Cal.",4,1,I eat only plants.,Entrepreneur,Moffit Library,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,8,4,8,7,0.1,0.4,0.03,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my first year.,Econ,None.,2,none of it,1,1,I eat both plants and animals.,Humanist,ihouse,Alpine skiing,Fall,NA,Coffee,7,7,8,7,0.25,NA,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my third year.,"Applied Math, CS",Some. I've had to write code for one or two classes and am comfortable with it.,8,The people and the startup culture,2,1,I eat both plants and animals.,Computational Scientist,Yali's,Alpine skiing,Spring,In the mountains,Coffee,4,7,8,7,0.13,0.91,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Applied Math & Econ,Very little. I've just dipped my toe in.,4,The people,2,1,I eat both plants and animals.,Entrepreneur,Haas,Speed skating,Winter,In the mountains,I don't drink either,8,8,3,3,0.1,0.1,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Ambitious People!,0,5,I eat both plants and animals.,Entrepreneur,My Coop,Snowboarding,Spring,At the beach,Coffee,5,8,2,6,0.2,1,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Political Economics,None.,1,The architecture.,0,2,I eat both plants and animals.,Social Scientist,Environmental Design Library,Alpine skiing,Fall,In the mountains,I don't drink either,4,5,7,7,0.1,0.99,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Cognitive Science,None.,2,The people and welcoming community.,2,3,I eat both plants and animals.,Natural Scientist,Study Lounge in unit 2,Ice skating,Summer,At the beach,Tea,3,7,8,5,0.2,0.7,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Intended: Business administration,Very little. I've just dipped my toe in.,3,Vibrant History,5+,2 pets+2 siblings,I eat both plants and animals.,Entrepreneur,My room,Alpine skiing,Spring,At the beach,Tea,5,5,5,5,0.5,0.7,0.5,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,4,The balanced work/life  culture,0,"3 pets, 2 siblings",I eat both plants and animals.,Entrepreneur,Doe and stacks,Snowboarding,Summer,At the beach,Coffee,7,5,3,3,0.15,0.6,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,6,I love the sense of community!,0,2,I eat both plants and animals.,Entrepreneur,I love to study at the coffee shops around campus.,Snowboarding,Winter,In the mountains,Tea,5,8,7,9,0.02,0.99,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,economics + maybe data science,None.,3,"Not sure yet, perhaps the campus location and trees",2,3,I eat both plants and animals.,Other,Anchor House,Ice skating,Summer,At the beach,Tea,6,5,2,9,0.1,0.56,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,"Declared Data Science, Intended Economics",A good deal. I have several years of experience writing code.,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
This is my first semester!,cognitive science,None.,1,"Challenging study and life experiences, as well as the improvement of personal abilities.",0,2,I eat both plants and animals.,Social Scientist,Free speech movement cafe,Curling,Fall,At the beach,Coffee,7,9,4,7,0,0,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my first year.,Economics,Very little. I've just dipped my toe in.,6,Berkeley time,0,4,I eat both plants and animals.,Entrepreneur,Doe,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,7,7,5,8,0.03,0.1,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,Oski,0,3,I eat both plants and animals.,Natural Scientist,Athletic study center,Curling,Spring,At the beach,Coffee,10,3,8,8,0.01,0.98,0.5,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my third year.,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,7,Oski,2,4,I eat both plants and animals.,Entrepreneur,Doe,I am not excited to watch the Olympics.,Winter,In the mountains,Tea,4,4,7,4,0.6,0.87,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Computer Science,Some. I've had to write code for one or two classes and am comfortable with it.,6,I enjoy the location in the bay area,0,2,I eat both plants and animals.,Computational Scientist,I study in my room. I do not study on campus.,Snowboarding,Spring,In the mountains,Coffee,8,4,7,9,0.7,0.95,0.02,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,Media studies,Very little. I've just dipped my toe in.,2,The people,2,0,I eat both plants and animals.,Social Scientist,Mainstacks,Ice skating,Summer,At the beach,Tea,6,4,6,9,0.2,1,0,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Mathematics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,"As a transfer student, I don’t know everything about Cal yet and I’m still getting to know the campus, but I’m already impressed by how beautiful it is. I feel proud to be part of such a prestigious university with a great reputation. I'm also excited about the potential for personal growth that I see through the various classes and opportunities available here.",0,2,I eat both plants and animals.,Computational Scientist,My home,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,3,3,5,7,0.43,0.56,0.05,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,Environmental Science and Society & Environment,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,How gorgeous campus is and how there are so many places to study. Also the ability to do research as an undergrad.,5+,1 sibling and two pets!,I eat mostly plants.,Social Scientist,Long Business Library,Ice skating,Fall,In the mountains,Tea,7,3,5,9,0.35,0.99,0.06,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Economics,Very little. I've just dipped my toe in.,7,The campus and how beautiful it is!,2,1 dog 1 sister,I eat both plants and animals.,Other,Moffit library,Snowboarding,Spring,In the mountains,Coffee,8,9,3,9,0.33,0.1,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,NA,Very little. I've just dipped my toe in.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I'm in my fourth year.,data science,A good deal. I have several years of experience writing code.,10,the community,3,3,I eat both plants and animals.,Computational Scientist,free speech cafe,Ice skating,Spring,At the beach,Coffee,10,10,10,10,0.99,0.8,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Data Science,A good deal. I have several years of experience writing code.,6,The academic resources that can be easily accessed!,2,"Two cats, one younger brother",I eat both plants and animals.,Computational Scientist,Main Stacks,Snowboarding,Spring,At the beach,Coffee,7,6,6,8,0.03,0.92,0.09,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,3,Oski :) and the people I have met.,2,4 dogs and 5 siblings,I eat both plants and animals.,Social Scientist,Philosophy library.,Snowboarding,Fall,In the mountains,Tea,6,8,3,2,0.5,0.7,0.3,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,Close to home which means more time with my dog.,2,2,I eat both plants and animals.,Other,Anchor House,I am not excited to watch the Olympics.,Fall,At the beach,Coffee,10,1,3,8,0.01,0.7,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,economics,None.,2,I love the overall culture and vibe -- constantly pushes you to be a better version of yourself,0,2 cats and 2 siblings,I eat both plants and animals.,Social Scientist,Doe,Speed skating,Spring,At the beach,Coffee,7,9,7,8,0.8,1,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,economics and data science,None.,4,the people,0,2,I eat both plants and animals.,Artist,moffit,Snowboarding,Fall,In the mountains,Tea,3,7,6,7,0.6,0.99,NA,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Chemical Biology & Data Science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",6,The weather,3,2 sisters one dog one cat,I eat both plants and animals.,Computational Scientist,MOFFIT,Ice skating,Fall,In the mountains,Coffee,3,7,7,5,0.000001,0.1,0.1,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Bioengineering,A good deal. I have several years of experience writing code.,6,Being able to learn so many different things and meet so many students with different backgrounds,4,1,I eat both plants and animals.,Computational Scientist,Doe or strada,Ice skating,Spring,At the beach,Coffee,6,7,7,7,0.67,0.75,0.06,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,Math with teaching concentration,Some. I've had to write code for one or two classes and am comfortable with it.,7,How understanding many instructors are of everyone's different situations,5+,"6 pets, 3 siblings",I eat both plants and animals.,Computational Scientist,Moffitt,I am not excited to watch the Olympics.,Fall,In the mountains,I don't drink either,6,5,5,5,0.35,1,0.03,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Food around campus,0,"4 pets, 1 sibling",I eat both plants and animals.,Other,MLK,Ice skating,Summer,At the beach,I don't drink either,4,6,8,4,0.01,1,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Environmental Economics,None.,1,football games,0,One brother,I eat both plants and animals.,Artist,Stacks,Snowboarding,Summer,At the beach,Coffee,10,6,8,10,0.1,0.99,NA,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,no,None.,1,the people,0,3,I eat both plants and animals.,Artist,strada,Nordic skiing,Winter,In the mountains,Tea,3,3,3,3,0.7,0.1,NA,No,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,statistic,Some. I've had to write code for one or two classes and am comfortable with it.,5,its big,1,2,I eat both plants and animals.,Entrepreneur,library,I am not excited to watch the Olympics.,Fall,In the mountains,Coffee,5,10,3,10,0.005,0.8,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,I love the Berkeley area and the uniqueness of the student body.,3,"1 gecko, 2 younger brothers",I eat both plants and animals.,Computational Scientist,My own room,Ice skating,Summer,At the beach,Coffee,6,4,5,7,0.3,0.4,0.07,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Intended economics,Very little. I've just dipped my toe in.,4,I love the weather here.,0,2,I eat both plants and animals.,Entrepreneur,Moffit,Speed skating,Fall,At the beach,I don't drink either,4,6,7,4,0.35,0.75,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Middle Eastern Studies,Some. I've had to write code for one or two classes and am comfortable with it.,4,The people and culture.,0,3,I eat both plants and animals.,Humanist,My room.,Curling,Fall,At the beach,Tea,7,5,8,9,0.1,0.3,0.08,Yes,Horse-sized duck,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,political science,Very little. I've just dipped my toe in.,5,the city,2,3,I eat both plants and animals.,Social Scientist,moffit,I am not excited to watch the Olympics.,Winter,In the mountains,I don't drink either,5,5,5,5,0,NA,NA,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Applied Math,Some. I've had to write code for one or two classes and am comfortable with it.,8,NA,0,2,I eat both plants and animals.,Other,Mlk,Snowboarding,Spring,At the beach,Tea,4,6,5,5,0.001,0.2,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,economic,Some. I've had to write code for one or two classes and am comfortable with it.,3,NA,0,3,I eat both plants and animals.,Social Scientist,music library,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,5,5,5,5,0,0.1,0.5,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Math (Data Science intended),Some. I've had to write code for one or two classes and am comfortable with it.,6,The social aspect,0,3 pets + 2 siblings,I eat both plants and animals.,Other,Any open library,I am not excited to watch the Olympics.,Winter,In the mountains,Tea,2,6,5,5,0.35,0.8,0.01,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,Berkeley as a town,0,1 pet + 1 sibling,I eat both plants and animals.,Entrepreneur,Doe Library,Alpine skiing,Summer,At the beach,Coffee,3,8,5,7,0.11,0.87,0.1,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,Microbial Biology,Very little. I've just dipped my toe in.,3,People I've met here,4,2,I eat both plants and animals.,Natural Scientist,Wurster,Snowboarding,Spring,At the beach,Coffee,7,5,3,3,0.7,0.9,0.07,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,"Economics, Media Studies",None.,1,Community,5+,4,I eat both plants and animals.,Entrepreneur,East Asian Library,Speed skating,Summer,At the beach,Coffee,6,9,3,4,0.2,0.9,0.02,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business administration,"A bit. I've used coding in a limited capacity, such as for a small part of a course",8,The spirit of the golden bears in sport and curricular events,0,1,I eat both plants and animals.,Entrepreneur,Athletic study centre,Alpine skiing,Summer,At the beach,Coffee,4,7,6,8,0.4,0.9,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration,Very little. I've just dipped my toe in.,5,The people!,2,2 pets 3 siblings,I eat both plants and animals.,Entrepreneur,moffit,I am not excited to watch the Olympics.,Spring,At the beach,I don't drink either,5,7,10,8,0.5,0.07,0.5,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,ECON,None.,1,Supporting resources,0,"0 pets, one elder brother",I eat both plants and animals.,Entrepreneur,Moffitt Library,Snowboarding,Summer,At the beach,Coffee,2,2,1,8,0.266,0.857,NA,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
